Sim	$DOMM	$EMERG	$INTROM	$NANC	$NSUB	$NTEM	$RECM	$SRD	$SRW	$TRANSIT	$CONN	$MERGE	$MER_G	$SAMP	LinearCombination_0	LinearCombination_1	LinearCombination_2	LinearCombination_3	LinearCombination_4	LinearCombination_5	LinearCombination_6	LinearCombination_7	LinearCombination_8	LinearCombination_9	LinearCombination_10	LinearCombination_11	LinearCombination_12	LinearCombination_13	LinearCombination_14	LinearCombination_15	LinearCombination_16	LinearCombination_17	LinearCombination_18	LinearCombination_19	LinearCombination_20	LinearCombination_21	LinearCombination_22	LinearCombination_23	LinearCombination_24	LinearCombination_25	LinearCombination_26	LinearCombination_27	LinearCombination_28	LinearCombination_29	LinearCombination_30	LinearCombination_31	LinearCombination_32	LinearCombination_33	LinearCombination_34
3	3.51587e-05	13604	0.0128879	19320	4225	3498	0.000185602	0.952473	0.562561	3187	69791	63604	66604	73604	69.2967	42.9415	-7.33469	6.50909	9.92215	11.8452	0.591174	9.6206	-0.829381	3.42194	5.12047	-1.5006	5.13727	4.93756	1.32399	3.21871	-2.11422	0.960828	0.929899	-0.517153	-0.417106	3.30333	-0.221812	2.31191	1.33108	0.476003	-0.299929	-0.234455	-0.688173	-0.426865	0.465662	0.290917	-0.665102	-0.731796	-0.184052
4	0.000279231	19960	0.000193031	17156	9149	3458	4.52058e-05	0.977663	0.327416	230	73190	69960	72960	79960	-36.7477	-98.5927	-8.06454	-10.8843	-7.9049	5.55694	-7.48089	1.42093	6.76839	12.2843	-8.17364	-5.74962	-4.78323	-1.35311	-4.47658	-3.53345	-3.85906	-1.46088	-2.14174	-2.10556	-0.276574	1.48822	0.740378	1.16166	0.197151	1.5019	-0.422115	0.557707	-1.74974	0.341678	-0.0823993	-1.2693	0.0765429	0.510716	0.547187
5	2.96322e-05	12908	0.000675386	14325	3823	1904	0.000675951	0.960518	0.207093	4606	70514	62908	65908	72908	32.53	47.1107	-8.77674	1.76247	1.14356	2.5754	3.68613	5.61566	0.451591	0.75449	1.43665	-1.89586	5.92036	1.84659	2.73181	0.121687	-2.78544	-2.44595	-0.759508	-2.06061	0.0156753	-1.07392	0.816336	-1.74682	0.679635	0.711829	0.34983	-0.351398	-0.178666	-0.0548846	-0.152519	0.496162	0.549404	-0.0761995	-0.0245324
6	0.0168472	11417	0.00076812	17021	6155	7774	0.00234446	0.624209	0.159261	3513	67930	61417	64417	71417	-2.58489	11.6653	-3.40863	7.56951	-8.12703	0.488224	-1.48012	-6.77506	3.97789	-3.38316	5.51822	3.43512	0.819293	-3.97319	0.930539	-1.39781	2.49057	-0.625399	0.0730042	-0.351873	1.61329	-1.55193	1.92836	0.808853	0.49727	-1.39425	0.855074	0.836373	-1.02192	-0.0730547	-0.222369	-0.725978	-0.391308	-0.169134	-0.180348
7	0.000133667	11057	0.0128157	19265	1765	3163	0.00238789	0.641152	0.237401	4005	68062	61057	64057	71057	-50.0964	22.3392	14.4739	-4.74149	0.746132	-8.44453	-6.59429	4.12658	-13.8339	5.29204	-2.14162	-2.30189	-1.54059	-2.66524	1.89676	-2.45261	0.341004	-1.62046	0.966621	1.42544	-0.399379	0.619495	-0.951913	-0.0102496	1.07469	0.122546	0.00138366	0.209873	-0.451238	0.393205	0.238758	0.299287	0.380349	-0.138043	-0.150793
8	0.0131731	16300	0.00014644	10843	4701	7937	0.00184619	0.833605	0.712231	4169	73469	66300	69300	76300	-68.4769	1.4004	5.66508	-11.1706	10.1341	-3.29632	-5.32954	5.99385	-4.1139	0.253589	1.2691	1.96172	-1.85044	5.93541	-0.944048	-1.73548	2.7147	0.00330583	-0.255724	1.31647	-0.857525	0.20629	1.3136	-0.535521	0.295843	-0.801278	0.849078	0.338527	-0.110746	-0.291008	0.0808828	-0.109295	-0.577483	0.0538757	-0.0691722
9	2.48727e-05	12961	0.000393794	14418	3904	8533	2.87753e-05	0.762473	0.120878	960	66921	62961	65961	72961	145.915	-3.67709	28.4907	1.33983	27.2806	18.1091	3.6725	-10.472	0.992202	-0.852694	6.59422	-7.63517	-6.63631	3.54062	-4.89038	0.855086	-2.3921	-3.58183	-1.40416	3.49415	2.61794	1.16687	-0.174111	0.092478	0.57676	0.701369	-0.540754	-0.685151	-0.767223	0.447597	-0.336945	0.302826	1.70296	-0.225388	-1.21192
10	0.00540979	11323	0.000662351	14168	8235	7334	0.000590741	0.66856	0.833951	4780	69103	61323	64323	71323	-24.9617	-17.689	-14.9739	3.13872	-4.11425	3.23408	-2.14068	-3.1049	0.64438	-1.55261	0.402732	5.63217	-1.29375	-2.98196	-1.25622	-0.647494	1.98993	1.4101	-0.971726	3.7244	-0.697718	1.04149	3.02864	-0.25107	-0.302206	-0.000563004	-0.853159	1.02319	-1.15423	-0.494483	0.630747	-0.209243	-0.339954	-0.921214	-0.222233
11	0.00029942	13338	0.00146274	19665	5079	3488	6.96379e-05	0.691063	0.100239	1885	68223	63338	66338	73338	-69.7504	-60.609	-6.53411	8.84443	12.4606	7.83893	-13.0087	-0.883185	-10.9492	-4.62869	2.20691	2.50293	0.679223	-3.49456	0.727369	-1.05863	-1.94915	-0.854908	0.56484	1.61412	-0.936549	-0.117121	1.61733	-1.44256	-0.44526	-0.196347	-0.238984	0.76626	0.973634	1.83444	-0.233607	-0.985568	-0.503069	0.428402	-0.769275
12	0.000151704	15576	0.00164637	16697	8198	2620	0.000397766	0.827435	0.865057	3149	71725	65576	68576	75576	-47.4812	1.31009	-2.00479	-9.62459	7.00311	-3.4501	-2.01545	-4.30435	-0.843389	7.63112	-2.32472	-0.975786	3.84764	-0.0971654	-0.709177	2.70583	-1.35455	-1.43701	-0.872539	-1.61835	0.928031	1.05283	0.680601	-0.602667	-0.456871	-0.558835	0.0750481	-0.770091	0.342486	-0.0722681	-0.137988	-0.116218	-0.436368	-0.223579	0.120465
13	0.016339	17338	0.00769809	11554	3548	6645	0.000503496	0.844428	0.593959	2488	72826	67338	70338	77338	22.846	39.7383	13.6402	7.65279	-15.4394	2.13452	-5.78426	4.00342	-7.09887	-0.792068	-0.580049	2.60727	-0.247642	-4.16659	-0.976229	1.01583	-1.13551	0.836787	0.087161	1.37474	0.449069	0.867489	1.1397	-0.160877	0.35766	0.068324	0.349199	-0.487629	0.552823	-0.359976	0.224533	-0.069027	-0.278992	-0.230735	0.0577901
14	3.24304e-05	13732	0.00674451	19975	6174	5884	0.0011644	0.943913	0.794766	4305	71037	63732	66732	73732	46.5504	51.5935	-10.304	-3.21691	-7.6488	5.29483	3.73343	5.45408	-3.21182	-4.90547	-2.49728	0.779091	0.631672	-0.841017	-1.44067	0.411938	1.03327	0.407809	-0.618969	1.71325	-0.241992	-0.819757	0.0275071	0.493182	-0.699999	-0.954766	0.554737	0.0217784	0.387239	-0.408638	-0.165675	-0.0706978	-0.505412	0.141022	-0.928194
15	0.0134514	14912	0.00170457	13318	7239	7053	0.000351261	0.938552	0.172432	2809	70721	64912	67912	74912	-35.5155	0.143488	-19.0971	-5.4178	9.82342	2.83156	1.46129	-16.8509	-5.99058	-1.71071	-5.08448	-0.865837	1.14723	2.53243	0.86785	1.95253	0.687255	1.48798	-1.15888	-0.185169	-0.656404	-0.630588	-0.949487	-1.53	0.123691	0.0862082	-0.221785	-0.0543926	-0.119334	0.00968854	-0.0852756	-0.708481	0.555288	-0.186865	-0.0941868
16	6.58162e-05	16520	0.0264758	16299	9890	6083	0.00797042	0.795636	0.192958	53	69573	66520	69520	76520	19.6295	50.4039	-2.14084	-0.183206	-6.99553	-1.58994	0.826456	-0.669102	-2.03163	-1.02214	-0.342355	0.156679	-1.07697	4.36823	-0.747287	-0.220384	-0.476596	-0.176748	0.646329	-0.168178	0.105517	-0.372488	-0.480299	0.0793454	-0.755422	-0.200359	-0.346123	0.587838	0.0545518	0.0295784	0.0240581	-0.289684	0.0717643	-0.334595	-0.124087
17	0.0206344	14016	0.0187106	18795	5753	3283	5.00729e-05	0.963683	0.346686	551	67567	64016	67016	74016	8.47788	40.0008	11.4603	-21.6382	-9.4696	1.96814	-7.62139	-5.25786	-2.53602	1.78821	-1.27608	4.69838	-2.79504	6.45331	-0.916055	-0.574377	-0.754954	2.06358	0.179215	0.213764	0.629133	0.479525	-0.317799	-0.262612	0.132855	-0.938352	0.395535	-0.0220078	0.375115	-0.832678	0.210128	-0.103852	0.308585	-0.0443038	-0.493166
18	0.00630421	14359	0.00391566	16588	6364	5669	1.30723e-05	0.628987	0.124767	3879	71238	64359	67359	74359	7.70084	31.9736	-0.0529513	11.962	-8.4129	0.498503	1.89716	4.00351	-3.0794	-1.74479	-0.544809	0.845206	0.0714985	-0.460307	-0.131974	0.541233	2.15782	-0.721562	0.0437853	0.530855	0.218501	1.036	-0.637278	-0.493537	-0.657543	0.835225	-0.405299	-1.15503	-1.13711	-0.11616	0.130754	0.0840159	0.618845	-0.187654	0.842533
19	1.39204e-05	10217	0.0106745	17653	5214	6991	0.00268163	0.957465	0.317932	3082	66299	60217	63217	70217	38.9106	49.4089	1.56305	0.947453	-9.71075	3.34967	-2.91273	4.64207	-5.97352	0.774958	-1.42558	2.25881	1.58692	2.93405	-1.5559	0.694869	-0.618863	-0.88112	-0.207065	-0.491527	1.69672	0.684716	0.283331	-0.407839	-0.742677	-1.48144	-0.733759	0.501775	0.258604	-0.300289	0.209841	-0.603492	-0.174475	-0.600755	0.124473
20	1.52256e-05	18257	0.000381024	19781	7083	3025	1.84335e-05	0.739237	0.621977	3818	75075	68257	71257	78257	113.771	46.1893	-1.04499	25.4177	10.7454	11.7528	-13.5907	3.72029	4.43976	7.567	-6.36181	-3.99607	2.60017	-1.33994	-1.25776	0.169575	2.48331	0.857486	4.15994	-0.796669	-3.53141	-1.69777	2.65482	1.17042	3.09708	-0.758272	-3.21768	-2.87871	-0.212084	-0.620855	-0.477487	-1.02808	-0.647703	-0.603106	-1.46949
21	0.0104642	15292	0.000312012	13566	2928	9828	3.92179e-05	0.845976	0.721157	3363	71655	65292	68292	75292	12.7468	40.9487	0.303891	21.9512	-12.8838	-2.09043	4.00921	0.541971	1.32341	-3.97549	1.72419	0.246163	-2.6016	2.447	0.174605	0.208643	0.627205	-0.532501	-0.481232	-0.00573551	-1.30687	-0.28624	0.40661	-0.441288	0.931329	-1.02353	0.852275	0.25153	-0.236496	0.236251	-0.353927	0.0191809	0.0891305	0.0746471	0.381262
22	6.21678e-05	12669	0.0404526	17055	9697	6367	4.72654e-05	0.718314	0.840711	3535	69204	62669	65669	72669	158.157	-74.1268	3.05031	-23.4136	31.1807	-40.6723	-6.71499	9.38233	8.31619	-5.17297	8.04194	-0.557568	-4.4222	3.01035	8.37784	5.76268	-2.56804	-0.61075	-2.31656	4.01485	2.84168	0.657334	-1.62176	-0.507865	-2.60055	-0.0233707	-1.67683	-1.04345	0.754419	0.0369663	-1.36968	0.170676	-0.804421	-0.140268	0.704561
23	0.000977671	11328	0.000230369	17518	8129	9459	0.00231752	0.911946	0.125916	2434	66762	61328	64328	71328	24.0827	53.3469	1.18226	-0.294006	-12.2911	-2.06005	2.22998	-3.32001	3.17608	-1.99433	1.89098	0.170703	-0.175876	-4.83764	0.972811	-0.108934	-0.815644	0.745347	0.506619	-0.561523	0.596868	0.031105	-0.638564	-0.615361	1.60354	-1.05124	-0.176519	1.09677	0.227697	-0.178209	0.0162055	-0.196915	0.551545	-0.678363	0.201728
24	2.87878e-05	12065	0.000461528	19138	2194	4164	0.00033536	0.813908	0.104119	848	65913	62065	65065	72065	48.6258	0.323454	6.33239	-23.4379	2.59735	22.8047	-4.55622	-12.3321	4.56679	-4.99953	1.54341	1.24914	3.41415	2.28582	1.96084	1.17634	0.071194	-0.652654	-0.105261	1.26191	-1.98067	-1.78551	-0.284221	0.243012	0.258192	0.270917	-0.0503887	0.810899	0.548938	-0.0468985	0.883923	0.526621	0.127138	0.0218101	-0.723993
25	2.35598e-05	10593	0.000378158	18117	2680	5600	0.000123	0.716722	0.870842	1786	65379	60593	63593	70593	71.1116	-9.83659	25.3596	-3.61398	4.19132	24.7186	4.83156	3.55526	-5.76547	-6.28089	2.95021	-6.15142	-3.381	-1.24529	3.75773	2.12608	-1.85549	-4.40574	0.815627	0.869499	0.111423	-1.50303	0.887081	1.15299	0.618001	-0.542172	-0.16433	-0.655409	0.172459	-0.226947	0.991332	0.622517	1.08348	0.372094	-0.120003
26	3.51577e-05	10793	0.000175598	15025	5436	7659	7.61648e-05	0.614191	0.107589	2761	66554	60793	63793	70793	104.767	21.7227	-16.7114	10.2691	10.284	13.9107	2.33894	5.02962	-2.54127	7.36052	10.1168	-0.0968372	2.39431	-0.182076	5.47501	1.56422	1.40365	1.57958	-0.745131	-0.954585	-0.972507	3.19868	1.63452	1.49787	0.342757	0.969511	0.846015	0.69445	-0.67332	0.229351	-0.414136	-1.50783	0.213387	-0.503145	-0.238417
27	0.00078522	19860	0.0348823	19408	5912	1681	6.89379e-05	0.616202	0.195803	1508	74368	69860	72860	79860	-35.7359	0.54154	-0.770914	3.89692	3.91335	2.59136	2.3532	-2.54907	12.5561	-3.90664	6.10111	1.24223	4.79521	-0.318452	1.30936	-4.02449	-1.38466	0.78673	-0.259285	1.7704	-1.13754	-0.9861	-0.0159111	-0.663	-0.384742	0.284016	0.75536	-0.728794	-0.800862	-0.391018	-0.21907	0.131766	-0.213867	0.488316	-0.519728
28	0.0261388	18410	0.0250781	15174	6932	9184	0.00511747	0.795662	0.788483	1560	72970	68410	71410	78410	-30.0234	33.6747	16.5989	-10.0187	-2.23527	-7.81961	-7.15869	2.85431	-4.42669	5.3995	1.52118	-0.804407	1.02338	-5.18798	-0.705723	-0.382268	-2.52433	-0.614466	1.42655	-0.397642	1.26651	1.00462	0.720832	0.663327	0.474461	-0.739692	0.781718	0.0247557	1.04332	-0.137493	0.571939	-0.161909	-0.56294	-0.0765588	-0.51509
29	1.09463e-05	19991	0.000102817	13722	2278	2781	1.70094e-05	0.632012	0.578231	1891	74882	69991	72991	79991	94.9331	34.1714	-15.4657	16.7215	17.2108	8.22187	-1.28729	2.48598	-2.79295	11.3115	0.283174	4.04171	0.131838	-2.84262	-2.12099	-1.78709	0.275962	1.8387	-3.2009	0.0730656	-1.94553	-3.85044	-1.41513	0.0805518	-1.71199	-0.0415259	2.91307	1.71903	-0.308288	1.05536	0.98785	0.262457	1.47992	0.953458	0.959852
30	0.000943569	15144	0.000379286	11508	8081	2012	0.000863739	0.852054	0.794881	843	68987	65144	68144	75144	-34.4044	-86.1077	4.37718	-9.30997	-11.5563	-6.60109	-2.87011	-1.88441	1.73291	10.4462	0.890609	0.739773	3.06682	0.240614	-5.16077	3.63913	-0.47162	-0.782348	5.37196	-0.582517	0.337059	-1.59527	-0.0450438	1.55924	-0.379948	2.62129	2.25319	0.321059	-0.0286458	0.0126207	-0.60684	1.00677	1.05878	0.189052	-0.392611
31	0.000796196	10908	0.0001523	17789	2738	3838	4.24386e-05	0.600095	0.182502	3111	67019	60908	63908	70908	-6.92207	26.7671	-0.74728	-14.1417	-2.27056	2.61091	5.57673	11.4631	6.8716	-4.40931	-0.128486	1.61662	0.283121	-3.59197	-1.72306	4.88209	0.723969	1.39464	-1.11792	-0.23127	0.744613	-1.15921	1.28732	-0.145755	0.228943	-0.150563	0.242708	0.117492	-0.146661	0.0683788	-0.827769	0.354833	-0.498299	0.0222724	-0.86781
32	4.55266e-05	15455	0.0002668	12485	6569	3206	0.00520693	0.604075	0.334137	183	68638	65455	68455	75455	19.9291	52.8643	-0.167661	0.430074	-8.93052	-3.19873	2.27569	0.36445	0.140231	-0.738795	0.694138	-0.455959	-1.0744	0.22724	0.414359	0.207535	1.07607	-0.947547	0.616995	0.373179	-0.169946	-0.231283	-0.0098842	-0.323376	-0.212887	1.01279	-0.532589	0.573348	-0.778065	0.851029	-0.0743147	0.192421	-0.538996	0.3831	-0.125272
33	3.38093e-05	15528	0.00190398	14765	9939	4260	2.51835e-05	0.664559	0.18862	4892	73420	65528	68528	75528	164.185	-51.0328	37.8609	-9.27799	32.4356	-14.9308	-6.432	1.34195	4.46573	-15.3408	-12.9277	10.0163	0.776168	-0.0118282	6.13138	1.68601	0.92894	-0.780026	0.849772	-5.23956	-2.46507	3.62642	-0.162144	4.12489	0.711348	0.899766	-0.0228905	-0.12981	0.153731	0.328731	0.122779	-0.858088	-0.156924	1.02707	-0.413783
34	0.000168566	14676	0.00257856	16356	4792	8061	1.43372e-05	0.794843	0.459733	3899	71575	64676	67676	74676	139.769	-55.0908	-22.8032	-1.78397	-20.1469	-31.721	-25.9242	7.25445	5.15529	-4.36336	3.59222	-9.13072	0.803048	-0.958747	-0.500298	-3.35696	3.14238	3.31198	0.421816	-0.613086	-0.998175	0.920667	-2.91436	-0.943436	-2.74724	-1.04245	1.53669	-1.42515	2.17723	0.392553	-0.35315	0.498466	-0.33693	1.26206	0.31291
35	0.000109391	14944	0.000324263	19837	3328	8579	4.01802e-05	0.618753	0.481861	1219	69163	64944	67944	74944	23.4632	21.9651	-26.8731	-28.2288	12.9356	10.5144	2.42852	7.36444	11.066	-2.54567	1.6964	1.26057	3.78104	-0.416981	-0.994985	-2.61478	0.291675	1.12818	-1.56147	0.70823	-0.381953	0.4446	0.627082	0.920886	1.75295	0.106524	-0.162849	-0.0961886	-0.126197	0.469002	-0.167971	1.18745	-0.474683	0.284225	-0.235874
36	0.000466328	12455	0.000463635	10268	1980	7585	0.00139007	0.933621	0.11917	2932	68387	62455	65455	72455	-8.2008	46.8254	-0.741963	-22.5202	-0.778362	-5.53442	2.24371	4.97283	0.1019	4.38507	-2.51436	-0.888007	-2.65867	5.27046	0.467955	2.16025	-0.57717	-1.59228	-0.204826	-0.0744326	-0.69496	-0.595346	0.882381	-0.69367	-0.393513	0.127931	0.990224	-0.723956	-0.0448381	0.393427	-0.222334	-0.714068	-0.11213	0.228701	0.37269
37	0.000209828	14125	0.00406095	14634	3134	9440	0.000160444	0.689217	0.174497	2693	69818	64125	67125	74125	-52.3891	-27.2985	31.8067	-11.8366	1.62244	7.97569	-9.41145	2.31352	-6.36613	-0.898852	0.569715	-0.797749	2.48986	-4.96546	1.98335	-1.17524	-0.166545	-0.521608	0.64154	-1.32258	-1.26242	-0.859222	-0.84492	-0.348301	-0.525629	1.21892	1.05446	-0.167012	0.372811	-0.284849	-0.349149	0.222546	0.781985	-0.609115	0.0261495
38	0.000319527	14344	0.00482253	17076	7835	7390	0.000131321	0.854923	0.232878	4754	72098	64344	67344	74344	-45.4109	-25.5999	-11.7094	-21.0041	18.7463	10.4981	-4.57237	4.79087	-0.858463	-3.5708	-1.41338	1.98023	3.11341	1.49448	-2.94375	1.186	0.157868	0.339923	0.395936	2.08882	1.71816	-1.56993	0.818894	0.721869	0.0442883	0.925309	0.333471	-0.501572	0.247713	0.409772	0.654548	0.086584	0.296295	0.52832	0.0931957
39	0.00442397	15686	0.0105972	10344	4813	1759	0.00031052	0.744665	0.329523	2341	71027	65686	68686	75686	-5.13564	0.327514	5.40707	7.49757	-16.5445	1.90645	4.76093	-0.113482	5.1209	3.10914	-3.53117	0.143017	0.0003717	-2.47288	-1.43532	0.971537	-0.728806	0.658946	0.384043	2.34364	-2.44227	3.33732	-2.32248	-1.36735	-1.07986	0.263909	-0.0285487	-0.56768	-1.04127	0.308631	-0.445363	-0.0210422	-0.379794	-0.0799677	-0.0618683
40	0.000193022	11819	0.0223924	14508	5809	7431	0.000567298	0.908654	0.356957	928	65747	61819	64819	71819	-34.7506	-66.4979	-8.51942	8.32157	-4.69133	19.0957	12.5695	8.22458	4.91605	-3.75993	-6.47152	2.17433	1.48782	1.99404	1.90579	1.96939	-0.872646	-0.467074	-0.902949	1.41471	1.39728	-1.67032	-1.35111	1.04776	-1.94422	-0.609848	-0.62427	-0.0793619	0.384182	0.0754709	-0.518397	-0.320514	-1.04526	0.183142	-0.373448
41	0.000101058	13831	0.00317093	15309	6367	5630	0.000524431	0.870204	0.482187	4553	71384	63831	66831	73831	-8.67022	-44.8698	29.8574	-1.98954	-17.7582	19.862	-5.68002	1.8498	2.40646	1.71931	-2.64292	5.71012	-0.454768	2.61644	3.29884	-0.152264	0.257085	-1.3372	-1.90231	-0.180476	0.116509	-0.116394	-0.678878	-0.0604092	1.37364	-0.642717	0.281106	-0.27363	-0.03881	0.805723	-0.0149914	1.34776	0.164536	0.13565	-0.260633
42	1.55553e-05	15425	0.00105826	16355	2223	4172	0.000215823	0.760147	0.716899	662	69087	65425	68425	75425	42.4868	42.9561	1.16719	1.78033	-3.34059	4.8774	-2.5365	-0.516893	1.13187	2.797	1.74787	-0.222505	6.31989	1.52827	0.545821	0.585105	0.992489	-3.2785	-1.64925	-2.57609	0.185308	0.235116	1.00536	-1.27104	0.167682	0.159352	-0.224762	-0.183287	-0.363729	0.340729	-0.123843	0.328814	0.229176	-0.0697791	0.610528
43	0.000225396	18126	0.0391479	11981	3800	3966	7.03933e-05	0.989475	0.201008	2318	73444	68126	71126	78126	68.9621	-95.0663	-40.7814	-6.50006	-20.3504	-0.0588269	-12.9233	-1.62422	-9.48045	4.72713	4.09051	6.14149	-4.54064	-2.73244	4.56485	-0.446363	-0.419108	-0.571109	0.689616	-0.413116	-4.99241	1.7961	3.18393	-1.82362	-1.43873	-0.359024	-0.3267	0.425869	-1.10171	-1.41277	-0.680498	0.810576	-0.130724	-1.34367	0.819581
44	0.000247215	10442	0.0132866	13025	8293	6568	0.000107959	0.604437	0.157714	4158	67600	60442	63442	70442	-19.5463	-120.72	-39.9551	-15.7322	-2.56522	7.21938	14.1312	-0.702868	0.488858	2.41976	-2.12232	-0.398569	-2.29301	-2.93995	2.73388	0.981666	2.09913	-2.79953	4.39135	-1.39249	-0.748849	-0.540054	-0.0735159	-0.10886	-1.12726	0.137237	1.61135	0.505536	-0.835723	0.888926	-0.568375	-0.100514	0.209769	-0.442468	0.274445
45	0.00439619	13372	0.000161115	19589	3752	3406	1.18285e-05	0.647069	0.192733	625	66997	63372	66372	73372	-0.489876	33.5768	4.4683	-9.13335	-8.36655	-2.16935	0.598154	3.16029	4.25525	4.3232	-1.0466	0.0818867	-0.890099	-0.244365	0.0633671	-1.19424	-0.51896	-1.88554	-0.602821	1.34944	-0.183772	0.337276	-0.118891	0.733937	-0.539031	-0.591897	-0.80034	0.0336325	-0.835486	1.24448	-0.119793	-0.254938	-0.363998	0.0712108	0.240395
46	0.000332503	16862	0.000402808	19539	9492	3509	9.25432e-05	0.858573	0.600348	2862	72724	66862	69862	76862	-46.6963	-51.5278	-15.321	-20.4176	15.7585	11.0143	3.90696	0.292791	4.44825	-1.14604	-3.9488	-1.29621	1.53685	2.93391	-4.6964	1.28362	-0.00573288	0.584703	0.403598	-0.891194	0.185444	0.984125	-0.530857	1.3457	-1.47906	-0.200437	-0.38907	0.140815	0.0508759	0.185106	0.717327	0.420957	-0.0521774	0.24863	0.703302
47	0.00197904	10771	0.0138873	13636	6323	4771	0.00835633	0.603845	0.494968	3006	66777	60771	63771	70771	0.310854	43.3322	-15.516	-13.4595	4.40026	-2.06012	7.59594	13.7452	1.75361	-2.4079	-0.773108	-0.638277	0.980337	-1.76189	-2.04471	1.95664	0.435731	0.313877	0.228518	1.23464	0.307665	0.355125	0.61217	-0.550106	-0.0204101	-0.645311	-0.0615203	0.56214	-0.0250366	-0.398559	0.297424	0.188805	-0.234983	-0.113015	-0.354237
48	1.37984e-05	18664	0.000124574	13432	8017	6305	0.00803761	0.933978	0.300751	4765	76429	68664	71664	78664	33.8735	58.0521	-5.96902	-6.13369	-7.72512	-1.13186	2.87381	-0.548641	-0.417345	0.303492	-0.579989	-0.8881	0.714291	-0.363703	0.986463	-1.50267	0.156357	-1.33644	0.04168	-0.0795397	0.277063	-0.432208	-0.646334	-0.110256	-0.315339	-0.24729	-0.988108	1.19056	-0.126569	0.637438	-0.165939	0.178644	-0.609097	0.263012	-0.204369
49	9.06945e-05	15381	0.00452459	14115	7832	8268	1.12727e-05	0.745707	0.353417	1598	69979	65381	68381	75381	190.502	-30.382	37.9782	16.151	42.3699	-8.14351	-1.08424	-3.41391	10.3614	3.13436	-17.429	0.0886197	-3.26252	0.914747	1.2033	-5.35465	1.29369	2.55024	4.22151	-1.64618	1.1301	0.519067	0.749364	-1.71906	-0.508035	1.01022	1.02272	2.88468	0.259747	0.998187	-0.614991	-1.25217	0.201297	-1.15433	0.934993
0	5.86177e-05	10636	0.00819968	19660	9835	3798	0.00777273	0.963089	0.180964	3651	67287	60636	63636	70636	22.1359	45.8496	3.41936	-7.29179	-11.0861	1.3748	-4.38896	-4.83629	-6.08518	1.07362	-2.87708	2.85761	-1.63833	2.7501	-0.927761	0.93656	-1.34363	1.77576	-0.328297	0.058337	0.632624	0.739496	0.437386	-0.344337	-0.205214	-0.457716	0.160871	-0.536035	-0.165567	-0.64197	0.0114366	-0.428881	-0.00995811	0.197233	0.201752
1	0.000119772	15689	0.0350263	10122	4088	5364	0.000423484	0.791582	0.551921	2672	71361	65689	68689	75689	-20.5707	-58.1585	14.1343	38.1426	-19.9909	11.1861	3.20703	9.50252	4.80826	-1.8436	1.00347	1.06413	0.693239	0.806538	0.517893	-3.47505	-0.422819	-1.83721	-0.747805	-2.12204	-0.81621	-0.15469	1.06421	0.401101	-1.04126	0.421645	0.647408	1.19632	1.04799	0.20649	-0.625486	0.257281	-0.792667	0.271813	-0.748687
2	0.0178822	12178	0.000108715	18442	6398	7390	5.25301e-05	0.977881	0.541103	2253	67431	62178	65178	72178	-65.8286	1.80532	2.22811	-7.70349	10.8678	-2.84305	-2.90443	1.38037	-4.55736	2.64622	-0.741346	0.690736	1.70914	5.06401	-0.335405	0.296157	-0.198898	0.0283546	-0.703371	-1.02431	0.593951	0.818511	-0.234003	-1.39788	0.52105	-2.15658	0.886475	-0.618188	-0.319811	-0.825322	-0.0676113	-0.328798	0.434268	0.309516	-0.122036
3	5.7663e-05	16620	0.0234984	10988	4008	3581	7.38451e-05	0.874903	0.288068	1982	71602	66620	69620	76620	66.3411	-68.4488	22.3457	-7.69926	-0.672345	29.3207	-1.79699	5.46431	-2.09613	4.15205	0.0254476	-5.50889	-4.79218	4.50852	5.24085	1.7655	0.260832	-2.11084	0.0547153	2.63713	-1.82197	1.31179	-3.00644	0.495104	0.82589	-0.548823	-1.74156	1.08324	0.00388367	-1.40495	-1.61878	-0.904109	0.395597	0.683175	-0.656172
4	0.00688651	12790	0.00783703	18220	4434	8224	0.0018733	0.977755	0.570025	3677	69467	62790	65790	72790	-29.8015	17.9055	-6.32859	32.0563	1.99461	-3.04254	5.56958	-0.568657	2.00342	-5.68172	5.3121	-1.13837	2.38666	5.35985	0.691107	-1.91628	-0.139828	-1.80056	0.4858	-3.44822	1.89795	-1.24555	-1.35623	0.241951	0.12718	-2.68988	0.033428	0.704603	0.540834	-0.26518	0.0497598	-0.499594	0.756963	-0.0819784	0.205945
5	0.00464799	11142	0.000263208	15975	8673	4031	0.00415148	0.761789	0.528053	2742	66884	61142	64142	71142	-72.9842	-8.80346	25.4622	2.09102	0.105673	-2.38878	-5.01953	6.59055	-1.30394	-0.482355	2.60448	0.236552	-0.448999	-1.17687	0.85212	-0.125362	-0.236856	-0.786093	-0.32844	-0.405551	-0.7837	-1.18907	0.817008	-0.00965378	-0.0234801	-0.264591	0.369337	0.511704	-0.288524	0.558583	-0.570091	-0.473418	-0.160623	0.108601	0.0418673
